0,  1, 1.593750000000, 0.750000000000
0,  2, 1.076710390947, 0.232960390947
0,  4, 0.907305923146, 0.063555923146
0,  8, 0.860071570485, 0.016321570485
0, 16, 0.847859818988, 0.004109818988

1,  2, 0.904363854595, 0.060613854595
1,  4, 0.850837767213, 0.007087767213
1,  8, 0.844326786265, 0.000576786265
1, 16, 0.843789235155, 0.000039235155

2,  4, 0.847269361387, 0.003519361387
2,  8, 0.843892720869, 0.000142720869
2, 16, 0.843753398414, 0.000003398414

3,  8, 0.843839123400, 0.000089123400
3, 16, 0.843751186947, 0.000001186947

4, 16, 0.843750842098, 0.000000842098
